"Product","Status","5K Pricing","CPU","Architecture","Family/Core","Program Memory Size (Kbytes)","Program Memory Size (KWords)","Bootload capable","RAM (bytes)","EEPROM / HEF","I/O Pins","Pin count","Max. CPU Speed MHz","Peripheral Pin Select (PPS)","Vbat for battery backup","Brown-Out Reset (BOR)","Low Voltage Detection","Power On Reset (POR)","Internal Oscillator","Hardware RTCC","Watch Dog Timers (WDT)","# of Comparators","Operational Amplifier","# of A/D Converters","Total # of A/D channels","Max A/D Resolution (bits)","ADC Mode:Max A/D Sample Rate (ksps)","ADCC with Computation","Number of D/A Converters","Number of DAC outputs","Max D/A Resolution (bits)","Internal Voltage Reference (Bandgap)","Zero Cross detect","Slope Compensation / Programmable Ramp Generator","Data Signal Modulator (DSM)","CTMU","Max 8 Bit Digital Timers","Max 16 Bit Digital Timers","Signal Measurement Timer","Hardware Limit Timer","Stand alone PWM","Capture / Compare/PWM (CCP)","Enhanced Capture/Compare/PWM (ECCP)","Max # PWM outputs (including complementary outputs)","Number of PWM Time Bases","Max PWM Resolution (bits)","Quadrature Encoder Interface (QEI)","Angular Timer","Math Accelerator","UART","SPI™","I2C","Number of USB Modules","USB Speed","USB Active Clock Tuning","# of CAN Modules","CAN Transmit Buffers","CAN Receive Buffers","Ethernet","LIN","IrDA","Parallel Port","Windowed Watchdog Timer (WWDT)","CRC/Scan","Configurable Logic Cell Modules (CLC)","Complementary Waveform Generator (CWG) / Complementary Output Generator (COG)","Numerically Controlled Oscillator (NCO)","Programmable switched mode controller","Hardware Cap Voltage Divider ","Cap. Touch Channels","Segment LCD","Keeloq Hardware","Security, Encryption and Authentication ","JTAG","Temp. Range Min.","Temp. Range Max.","Operation Voltage Min.(V)","Operation Voltage Max.(V)","High Voltage Capable","Packages"
" ATtiny828","In Production ","$0.73","8-bit AVR","8"," ","8","8","Yes","512","256","28","32","20","No","No"," "," ","Yes","Yes ","No","Yes","1","0","0","28","10","15","No","0","0","0","No","No","0","0","No","0","0","0","0","4","1","0","4","0","0","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","No","No","None","-40","85","1.7","5.5","No","32/TQFP 32/VQFN"
" PIC12F1822","In Production ","$0.73","8-bit PIC MCU","8","Enhanced Mid-Range","3.5","2","Yes","128","256","6","8","32","No","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","1","0","1","4","10","100","No","1","1","5","Yes","No","0","0","No","2","1","0","0","0","0","1","2","0","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","4","0","No","No","None","-40","125","1.8","5.5","No","8/PDIP 8/SOIC 150mil 8/DFN 8/UDFN"
" PIC12F1840","In Production ","$0.77","8-bit PIC MCU","8","Enhanced Mid-Range","7","4","Yes","256","256","6","8","32","No","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","1","0","1","4","10","100","No","1","1","5","Yes","No","0","0","No","2","1","0","0","0","0","1","2","0","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","4","0","No","No","None","-40","125","1.8","5.5","No","8/PDIP 8/SOIC 150mil 8/DFN 8/UDFN"
" PIC12F683","In Production ","$0.91","8-bit PIC MCU","8","Mid-Range 8-bit","3.5","2","No","128","256","6","8","20","No","No","BOR","None","Yes","8 MHz, 32 kHz ","No","Yes","1","0","1","4","10","30","No","0","0","0","No","No","0","0","No","2","1","0","0","0","1","0","0","0","10","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","4","0","No","No","None","-40","125","2","5.5","No","8/PDIP 14/PDIP 8/SOIC 150mil 8/DFN 8/DFN-S"
" PIC16F1782","In Production ","$1.23","8-bit PIC MCU","8","Enhanced Mid-Range","3.5","2","Yes","256","256","25","28","32","No","No","BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","3","2","1","11","12","75","No","1","2","8","Yes","No","0","0","No","2","1","0","0","0","2","0","14","3","16","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","2","No","11","0","No","No","None","-40","125","1.8","5.5","No","28/SOIC 300mil 28/SPDIP 28/QFN 28/SSOP 208mil 28/UQFN"
" PIC16F1783","In Production ","$1.30","8-bit PIC MCU","8","Enhanced Mid-Range","7","4","Yes","512","256","25","28","32","No","No","None","None","Yes","32 MHz, 32 kHz ","No","Yes","3","2","1","11","12","75","No","1","2","8","Yes","No","0","0","No","2","1","0","0","0","2","0","14","3","16","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","2","No","11","0","No","No","None","-40","125","1.8","5.5","No","28/SOIC 300mil 28/SPDIP 28/QFN 28/SSOP 208mil 28/UQFN"
" PIC16F1784","In Production ","$1.54","8-bit PIC MCU","8","Enhanced Mid-Range","7","4","Yes","512","256","36","40","32","No","No","BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","4","3","1","15","12","75","No","1","2","8","Yes","No","0","0","No","2","1","0","0","0","3","0","21","3","16","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","3","No","14","0","No","No","None","-40","125","1.8","5.5","No","40/PDIP 44/TQFP 44/QFN 40/UQFN"
" PIC16F1786","In Production ","$1.37","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","1024","256","25","28","32","No","No","BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","4","2","1","11","12","75","No","1","2","8","Yes","No","0","0","No","2","1","0","0","0","3","0","21","3","16","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","3","No","11","0","No","No","None","-40","125","1.8","5.5","No","28/SOIC 300mil 28/SPDIP 28/QFN 28/SSOP 208mil"
" PIC16F1787","In Production ","$1.61","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","1024","256","36","40","32","No","No","BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","4","3","1","15","12","75","No","1","2","8","Yes","No","0","0","No","2","1","0","0","0","3","0","21","3","16","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","3","No","15","0","No","No","None","-40","125","1.8","5.5","No","40/PDIP 44/TQFP 44/QFN 40/UQFN"
" PIC16F1788","In Production ","$1.44","8-bit PIC MCU","8","Enhanced Mid-Range","28","16","Yes","2048","256","25","28","32","No","No","BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","4","2","1","11","12","75","No","4","8","8","Yes","No","0","0","No","2","1","0","0","0","3","0","21","3","16","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","4","No","11","0","No","No","None","-40","125","1.8","5.5","No","28/SOIC 300mil 28/SPDIP 28/QFN 28/SSOP 208mil"
" PIC16F1789","In Production ","$1.68","8-bit PIC MCU","8","Enhanced Mid-Range","28","16","Yes","2048","256","36","40","32","No","No","BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","4","3","1","15","12","75","No","4","8","8","Yes","No","0","0","No","2","1","0","0","0","3","0","21","3","16","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","4","No","15","0","No","No","None","-40","125","1.8","5.5","No","40/PDIP 44/TQFP 44/QFN 40/UQFN"
" PIC16F1823","In Production ","$0.77","8-bit PIC MCU","8","Enhanced Mid-Range","3.5","2","Yes","128","256","12","14","32","No","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","8","10","100","No","1","1","5","Yes","No","0","1","No","2","1","0","0","0","0","1","4","1","0","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","8","0","No","No","None","-40","125","1.8","5.5","No","14/PDIP 14/TSSOP 14/SOIC 150mil 16/QFN 16/UQFN"
" PIC16F1824","In Production ","$0.83","8-bit PIC MCU","8","Enhanced Mid-Range","7","4","Yes","256","256","12","14","32","No","No","BOR","LVD","No","32 MHz, 32 kHz ","No","Yes","2","0","1","8","10","100","No","1","1","5","Yes","No","0","1","No","4","1","0","0","0","2","2","8","3","0","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","8","0","No","No","None","-40","125","1.8","5.5","No","14/PDIP 14/TSSOP 14/SOIC 150mil 16/QFN 28/UQFN 16/UQFN"
" PIC16F1825","In Production ","$0.91","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","1024","256","12","14","32","No","No","BOR","LVD","No","32 MHz, 32 kHz ","No","Yes","2","0","1","8","10","100","No","1","1","5","Yes","No","0","1","No","4","1","0","0","0","2","2","8","3","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","1.8","5.5","No","14/PDIP 14/TSSOP 14/SOIC 150mil 16/QFN 16/UQFN"
" PIC16F1826","In Production ","$0.97","8-bit PIC MCU","8","Enhanced Mid-Range","3.5","2","Yes","256","256","16","18","32","No","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","12","10","100","No","1","1","5","Yes","No","0","1","No","2","1","0","0","0","0","1","4","1","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","1.8","5.5","No","18/PDIP 18/SOIC 300mil 28/QFN 20/SSOP 208mil 28/UQFN"
" PIC16F1827","In Production ","$1.04","8-bit PIC MCU","8","Enhanced Mid-Range","7","4","Yes","384","256","16","18","32","No","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","12","10","100","No","1","1","5","Yes","No","0","1","No","4","1","0","0","0","2","2","8","3","10","0","No","No","1","2","2","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","1.8","5.5","No","18/PDIP 18/SOIC 300mil 28/QFN 20/SSOP 208mil 28/UQFN"
" PIC16F1828","In Production ","$0.98","8-bit PIC MCU","8","Enhanced Mid-Range","7","4","Yes","256","256","18","20","32","No","No","BOR","LVD","No","32 MHz, 32 kHz ","No","Yes","2","0","1","12","10","100","No","1","1","5","Yes","No","0","1","No","4","1","0","0","0","2","2","8","3","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","1.8","5.5","No","20/PDIP 20/SOIC 300mil 20/QFN 20/SSOP 208mil 20/UQFN"
" PIC16F1829","In Production ","$1.04","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","1024","256","18","20","32","No","No","BOR","LVD","No","32 MHz, 32 kHz ","No","Yes","2","0","1","12","10","100","No","1","1","5","Yes","No","0","1","No","4","1","0","0","0","2","2","8","3","10","0","No","No","1","2","2","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","1.8","5.5","No","20/PDIP 20/SOIC 300mil 28/SPDIP 20/QFN 20/SSOP 208mil 20/UQFN"
" PIC16F1829LIN","In Production ","$1.27","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","1024","256","13","20","32","No","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","9","10","100","No","0","0","0","Yes","No","0","1","No","4","1","0","0","0","1","2","7","3","10","0","No","No","1","0","0","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","2.3","5.5","No","20/SSOP 208mil"
" PIC16F18313","In Production ","$0.53","8-bit PIC MCU","8","Enhanced Mid-Range","3.5","2","Yes","256","256","6","8","32","Yes","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","1","0","1","5","10","100","No","1","1","5","Yes","No","0","2","No","2","1","0","0","2","2","0","8","1","10","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","2"," ","1","0","No","9","0","No","No","None","-40","125","1.8","5.5","No","8/PDIP 8/SOIC 150mil 8/UDFN"
" PIC16F18323","In Production ","$0.57","8-bit PIC MCU","8","Enhanced Mid-Range","3.5","2","Yes","256","256","12","14","32","Yes","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","11","10","100","No","1","1","5","Yes","No","0","2","No","2","1","0","0","2","2","0","8","1","10","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","2"," ","1","0","No","15","0","No","No","None","-40","125","1.8","5.5","No","14/PDIP 14/TSSOP 14/SOIC 150mil 16/UQFN"
" PIC16F18324","In Production ","$0.64","8-bit PIC MCU","8","Enhanced Mid-Range","7","4","Yes","512","256","12","14","32","Yes","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","11","10","100","No","1","1","5","Yes","No","0","4","No","4","3","0","0","2","4","0","14","3","10","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","4"," ","1","0","No","15","0","No","No","None","-40","125","1.8","5.5","No","14/PDIP 14/TSSOP 14/SOIC 150mil 16/UQFN"
" PIC16F18325","In Production ","$0.71","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","1024","256","12","14","32","Yes","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","11","10","100","No","1","1","5","Yes","No","0","4","No","4","3","0","0","2","4","0","14","3","10","0","No","No","1","2","2","0","None","No","0","0","0","None","No","No","No","No","No","4"," ","1","0","No","15","0","No","No","None","-40","125","1.8","5.5","No","14/PDIP 14/TSSOP 14/SOIC 150mil 16/UQFN"
" PIC16F18326","In Production ","$0.78","8-bit PIC MCU","8","Enhanced Mid-Range","28","16","Yes","2048","256","12","14","32","Yes","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","11","10","100","No","1","1","5","Yes","No","0","4","No","4","3","0","0","2","4","0","14","3","10","0","No","No","1","2","2","0","None","No","0","0","0","None","No","No","No","No","No","4"," ","1","0","No","15","0","No","No","None","-40","125","1.8","5.5","No","14/PDIP 14/TSSOP 14/SOIC 150mil 16/UQFN"
" PIC16F18344","In Production ","$0.70","8-bit PIC MCU","8","Enhanced Mid-Range","7","4","Yes","512","256","18","20","32","Yes","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","17","10","100","No","1","1","5","Yes","No","0","4","No","4","3","0","0","2","4","0","14","3","10","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","4"," ","1","0","No","21","0","No","No","None","-40","125","1.8","5.5","No","20/PDIP 20/SOIC 300mil 20/SSOP 208mil 20/UQFN"
" PIC16F18345","In Production ","$0.77","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","1024","256","18","20","32","Yes","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","17","10","100","No","1","1","5","Yes","No","0","4","No","4","3","0","0","2","4","0","14","3","10","0","No","No","1","2","2","0","None","No","0","0","0","None","No","No","No","No","No","4"," ","1","0","No","21","0","No","No","None","-40","125","1.8","5.5","No","20/PDIP 20/SOIC 300mil 20/SSOP 208mil 20/UQFN"
" PIC16F18346","In Production ","$0.84","8-bit PIC MCU","8","Enhanced Mid-Range","28","16","Yes","2048","256","18","20","32","Yes","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","17","10","100","No","1","1","5","Yes","No","0","4","No","4","3","0","0","2","4","0","14","3","10","0","No","No","1","2","2","0","None","No","0","0","0","None","No","No","No","No","No","4"," ","1","0","No","21","0","No","No","None","-40","125","1.8","5.5","No","20/PDIP 20/SOIC 300mil 20/SSOP 208mil 20/UQFN"
" PIC16F1847","In Production ","$1.09","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","1024","256","16","18","32","No","No","BOR","LVD","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","12","10","100","No","1","1","5","Yes","No","0","1","No","4","1","0","0","0","2","2","8","3","10","0","No","No","1","2","2","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","1.8","5.5","No","18/PDIP 18/SOIC 300mil 28/SPDIP 28/QFN 20/SSOP 208mil 28/UQFN"
" PIC16F1933","In Production Consider: PIC16F19155","$1.23","8-bit PIC MCU","8","Enhanced Mid-Range","7","4","Yes","256","256","25","28","32","No","No","Programmable BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","11","10","100","No","1","1","5","Yes","No","0","0","No","4","1","0","0","0","2","3","14","3","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","8","60","No","No","None","-40","125","1.8","5.5","No","28/SOIC 300mil 28/SPDIP 28/QFN 28/SSOP 208mil 28/UQFN"
" PIC16F1934","In Production Consider: PIC16F19175","$1.46","8-bit PIC MCU","8","Enhanced Mid-Range","7","4","Yes","256","256 / HEF","36","40","32","No","No","Programmable BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","14","10","100","No","1","1","5","Yes","No","0","0","No","4","1","0","0","0","2","3","14","3","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","16","96","No","No","None","-40","125","1.8","5.5","No","40/PDIP 44/TQFP 44/QFN 40/UQFN"
" PIC16F1936","In Production Consider: PIC16F19155","$1.30","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","512","256 / HEF","25","28","32","No","No","Programmable BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","11","10","100","No","1","1","5","Yes","No","0","0","No","4","1","0","0","0","2","3","14","3","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","8","60","No","No","None","-40","125","1.8","5.5","No","28/SOIC 300mil 28/SPDIP 28/QFN 28/SSOP 208mil 28/UQFN"
" PIC16F1937","In Production Consider: PIC16F19175","$1.53","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","512","256 / HEF","36","40","32","No","No","Programmable BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","14","10","100","No","1","1","5","Yes","No","0","0","No","4","1","0","0","0","2","3","14","3","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","16","96","No","No","None","-40","125","1.8","5.5","No","40/PDIP 44/TQFP 44/QFN 40/UQFN"
" PIC16F1938","In Production Consider: PIC16F19156","$1.37","8-bit PIC MCU","8","Enhanced Mid-Range","28","16","Yes","1024","256","25","28","32","No","No","Programmable BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","11","10","100","No","1","1","5","Yes","No","0","0","No","4","1","0","0","0","2","3","14","3","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","8","60","No","No","None","-40","125","1.8","5.5","No","28/SOIC 300mil 28/SPDIP 28/QFN 28/SSOP 208mil 28/UQFN"
" PIC16F1939","In Production Consider: PIC16F19176","$1.61","8-bit PIC MCU","8","Enhanced Mid-Range","28","16","Yes","1024","256","36","40","32","No","No","Programmable BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","2","0","1","14","10","100","No","1","1","5","Yes","No","0","0","No","4","1","0","0","0","2","3","14","3","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","16","96","No","No","None","-40","125","1.8","5.5","No","40/PDIP 44/TQFP 44/QFN 100/TQFP 40/UQFN"
" PIC16F1946","In Production Consider: PIC16F19195","$1.75","8-bit PIC MCU","8","Enhanced Mid-Range","14","8","Yes","512","256 / HEF","54","64","32","No","No","Programmable BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","3","0","1","17","10","100","No","1","1","5","Yes","No","0","0","No","4","1","0","0","0","2","3","14","3","10","0","No","No","2","2","2","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","17","184","No","No","None","-40","125","1.8","5.5","No","64/TQFP 64/QFN"
" PIC16F1947","In Production Consider: PIC16F19196","$1.82","8-bit PIC MCU","8","Enhanced Mid-Range","28","16","Yes","1024","256 / HEF","54","64","32","No","No","Programmable BOR","None","Yes","32 MHz, 32 kHz ","No","Yes","3","0","1","17","10","100","No","1","1","5","Yes","No","0","0","No","4","1","0","0","0","2","3","14","3","10","0","No","No","2","2","2","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","17","184","No","No","None","-40","125","1.8","5.5","No","64/TQFP 64/QFN"
" PIC16F636","In Production ","$0.92","8-bit PIC MCU","8","Mid-Range 8-bit","3.5","2","No","128","256","12","14","20","No","No","BOR","Programmable LVD","Yes","8 MHz, 32 kHz ","No","Yes","2","0","0","0","0","0","No","0","0","0","No","No","0","0","No","1","1","0","0","0","0","0","0","0","0","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","Yes","Yes","None","-40","125","2","5.5","No","14/PDIP 20/PDIP 14/TSSOP 14/SOIC 150mil 16/QFN"
" PIC16F639","In Production ","$2.27","8-bit PIC MCU","8","Mid-Range 8-bit","3.5","2","No","128","256","12","20","20","No","No","BOR","Programmable LVD","Yes","8 MHz, 32 kHz ","No","Yes","2","0","0","0","0","0","No","0","0","0","No","No","0","0","No","1","1","0","0","0","0","0","0","0","0","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","Yes","Yes","None","-40","125","2","5.5","No","20/SSOP 208mil"
" PIC16F648A","In Production ","$1.67","8-bit PIC MCU","8","Mid-Range 8-bit","7","4","No","256","256","16","18","20","No","No","BOR","None","Yes","4 MHz ","No","Yes","2","0","0","0","0","0","No","0","0","0","No","No","0","0","No","2","1","0","0","0","1","0","1","1","10","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","No","No","None","-40","125","2","5.5","No","18/PDIP 18/SOIC 300mil 28/SPDIP 28/QFN 20/SSOP 208mil"
" PIC16F677","In Production ","$0.99","8-bit PIC MCU","8","Mid-Range 8-bit","3.5","2","No","128","256","18","20","20","No","No","BOR","None","Yes","8 MHz, 32 kHz ","No","Yes","2","0","1","12","10","30","No","0","0","0","Yes","No","0","0","No","1","1","0","0","0","0","0","0","0","0","0","No","No","0","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","2","5.5","No","20/PDIP 20/SOIC 300mil 20/QFN 20/SSOP 208mil"
" PIC16F684","In Production ","$0.98","8-bit PIC MCU","8","Mid-Range 8-bit","3.5","2","No","128","256","12","14","20","No","No","BOR","None","Yes","8 MHz, 32 kHz ","No","Yes","2","0","1","8","10","30","No","0","0","0","No","No","0","0","No","2","1","0","0","0","0","1","4","1","10","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","8","0","No","No","None","-40","125","2","5.5","No","14/PDIP 20/PDIP 14/TSSOP 14/SOIC 150mil 16/QFN"
" PIC16F685","In Production ","$1.13","8-bit PIC MCU","8","Mid-Range 8-bit","7","4","No","256","256","18","20","20","No","No","BOR","None","Yes","8 MHz, 32 kHz ","No","Yes","2","0","1","12","10","30","No","0","0","0","Yes","No","0","0","No","2","1","0","0","0","0","1","4","1","10","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","2","5.5","No","20/PDIP 20/SOIC 300mil 20/QFN 20/SSOP 208mil"
" PIC16F687","In Production ","$1.07","8-bit PIC MCU","8","Mid-Range 8-bit","3.5","2","No","128","256","18","20","20","No","No","BOR","None","Yes","8 MHz, 32 kHz ","No","Yes","2","0","1","12","10","30","No","0","0","0","Yes","No","0","0","No","1","1","0","0","0","0","0","0","0","0","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","2","5.5","No","20/PDIP 20/SOIC 300mil 20/QFN 20/SSOP 208mil"
" PIC16F688","In Production ","$1.04","8-bit PIC MCU","8","Mid-Range 8-bit","7","4","No","256","256","12","14","20","No","No","BOR","None","Yes","8 MHz, 32 kHz ","No","Yes","2","0","1","8","10","30","No","0","0","0","No","No","0","0","No","1","1","0","0","0","0","0","0","0","0","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","8","0","No","No","None","-40","125","2","5.5","No","14/PDIP 20/PDIP 14/TSSOP 14/SOIC 150mil 16/QFN 28/QFN"
" PIC16F689","In Production ","$1.13","8-bit PIC MCU","8","Mid-Range 8-bit","7","4","No","256","256","18","20","20","No","No","BOR","None","Yes","8 MHz, 32 kHz ","No","Yes","2","0","1","12","10","30","No","0","0","0","Yes","No","0","0","No","1","1","0","0","0","0","0","0","0","0","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","2","5.5","No","20/PDIP 20/SOIC 300mil 20/QFN 20/SSOP 208mil"
" PIC16F690","In Production ","$1.20","8-bit PIC MCU","8","Mid-Range 8-bit","7","4","No","256","256","18","20","20","No","No","BOR","None","Yes","8 MHz, 32 kHz ","No","Yes","2","0","1","12","10","30","No","0","0","0","Yes","No","0","0","No","2","1","0","0","0","0","1","4","4","10","0","No","No","1","1","1","0","None","No","0","0","0","None","Yes","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","2","5.5","No","20/PDIP 44/TQFP 20/SOIC 300mil 20/QFN 20/SSOP 208mil 80/LQFP"
" PIC16F785","In Production ","$1.12","8-bit PIC MCU","8","Mid-Range 8-bit","3.5","2","No","128","256","18","20","20","No","No","BOR","None","Yes","8 MHz, 32 kHz ","No","Yes","2","2","1","12","10","30","No","0","0","0","Yes","No","0","0","No","2","1","0","0","0","1","0","0","0","10","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","12","0","No","No","None","-40","125","2","5.5","No","20/PDIP 20/SOIC 300mil 20/QFN 20/SSOP 208mil 20/CSP"
" PIC16F819","In Production ","$1.78","8-bit PIC MCU","8","Baseline 8-bit","3.5","2","Yes","256","256","16","18","20","No","No","BOR","None","Yes","None ","No","Yes","0","0","1","5","10","30","No","0","0","0","No","No","0","0","No","2","1","0","0","0","1","0","0","0","10","0","No","No","0","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","5","0","No","No","None","-40","125","2","5.5","No","18/PDIP 18/SOIC 300mil 28/QFN 20/SSOP 208mil"
" PIC16F87","In Production ","$2.06","8-bit PIC MCU","8","Mid-Range 8-bit","7","4","Yes","368","256","16","18","20","No","No","BOR","None","Yes","8 MHz ","No","Yes","2","0","0","0","0","0","No","0","0","0","No","No","0","0","No","2","1","0","0","0","1","0","0","0","10","0","No","No","0","0","0","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","No","No","None","-40","125","2","5.5","No","18/PDIP 18/SOIC 300mil 28/QFN 20/SSOP 208mil"
" PIC16F88","In Production ","$2.20","8-bit PIC MCU","8","Mid-Range 8-bit","7","4","Yes","368","256","16","18","20","No","No","None","None","Yes","None ","No","Yes","2","0","1","7","10","30","No","0","0","0","No","No","0","0","No","2","1","0","0","0","1","0","0","0","10","0","No","No","1","1","1","0","None","No","0","0","0","None","No","No","No","No","No","0","0","0","0","No","0","0","No","No","None","-40","125","2","5.5","No","18/PDIP 18/SOIC 300mil 28/QFN 20/SSOP 208mil"
